Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
17-255,Blizzard B16- Temp Space,Tenant Improvement,16253 laguna Canyon Road,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Jeff S , P.M. , CA ,5/22/2017," $12,557 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-256,Pacific Alliance Medical Load Studies,6 Load studies for 72 hours,531 W. College St.,Los Angeles,CA, 441 OC ,, Hospital , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,5/22/2017," $6,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-257,Add power for signage Budget,Sign Lighting Budget,500 Superior Ave,Newport Beach,CA, 441 OC ,, Specialty , Budget , Design/Build , Bill  , P.M. , CA ,5/25/2017," $5,625 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-258,Econolite Fire Alarm System,Fire Alarm,1250 N Tustin Ave. ,Anaheim,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,5/30/2017," $43,500 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-259,Cylance outlet for TV ISR area,Outlet for TV,18200 Von Karman suite 200,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,5/30/2017, $495 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-260,Good Shephard Roof top panel,Roof top panel and circuit to AC unit,4800 Irvine Center Dr,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/31/2017," $8,780 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-261,Ladera Sport outlets for 2nd floor resturaunt area & office,Office work and resturaunt outlets,2 Terrace Rd,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/31/2017," $2,354 ",," $1,040 ",,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-262,Bbraun Duplex relocate Injector pumps,Relocated injector pumps,2525 McGaw Ave,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/1/2017," $43,552 ",," $10,200 ",,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-263,Bio-Rad Hemotology Lab,Relocate hemotology lab and renovating old lab into bosh fill room.,9500 Jeronimo rd.,Irvine,CA, 441 OC ,, Specialty , Budget , Design/Build , Frank , Est. , CA ,6/16/2017," $75,916 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,HBC,,,,,,,,,,,,,,,,,,,,,,
17-264,LA Pret South,,6130 S. Avalon Blvd/ 661E 62nd street,Los Angeles,CA, 11 LA ,, Comercial , Select Bid List , Design/Build , Frank , Est. , CA ,6/16/2017,,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-265,Newport Lido outlet for Dr. Farshidi Suite 209,Add oultet and circuit,351 Hospital Rd,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/2/2017," $1,440 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-266,Canyon Ridge Hospital,looney bin remodel,5353 G. Sreet,Chino,CA, 441 OC ," 22,607 ", Hospital , Select Bid List , Design/Build , Frank , Est. , CA ,6/21/2017," $1,488,664 ", $65.85 ,,,,,,,,,,Lost,, $- ,,,,,,,,,McCarthy,Rob Bruns,,,,,,,,,,,,,,,,,,,,,
17-267,Blizzard Café- Freezer,Add switch,B3 Café,Irvine,CA, 441 OC ,, Specialty , Select Bid List , Design/Build , Jeff S , P.M. , CA ,5/5/2017," $1,784 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,McCarthy,,,,,,,,,,,,,,,,,,,,,,
17-268,Mazda basement outlet,Add L6-30 outlet in basement,1421 Reynolds Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/26/2017," $2,377 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-269,Blizzard B1 WoW,,B1 WoW,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , Est. , CA ,6/13/2017," $262,310 ",," $14,168 "," $(13,320)",,,,,,,,Not Bid,, $- ,,,,,,,,,HBC,Jen turner,,,,,,,,,,,,,,,,,,,,,
17-270,Carrington New Panel in West 1st floor electrical room,Add panel on exisitng feeder bkr,1800 Douglas,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/8/2017," $2,500 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-271,Irvine Co-PA17 Buisness Park,3-4 stories and 1-1 story,Laguna Canyon,Irvine,CA, 441 OC ,, Comercial , Competitive , Engineered , Frank , Est. , CA ,6/27/2017," $75,619 ",,,,,,,,,,,Not Bid,, $- ,,,,,,,,,Whiting Turner,Andrew Palano,Snyder Langston,Jingxi Li,,,,,,,,,,,,,,,,,,,
17-272,Hoag Memorial Nursing Education Classrom TI,Nursing Education Classrom TI,1918 Main Street,Santa Monica,CA, 441 OC ,, TI , Competitive , Design/Build , Frank , Est. , CA ,6/20/2017," $28,984 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-273,Blizzard B23 OWL- Audit,Survey,1 Jenner,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Jeff S , P.M. , CA ,6/15/2017," $9,355 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-274,AAA Costa Mesa New outlets for TV and vending machines,New outlets for TV and vending,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/15/2017," $6,175 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-275,Ladera Sport Motorized Flag installation,Motorized flag installation,2 Terrace Rd,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/10/2017," $4,470 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-276,Calvary Chapel Main Sanctuary stage relocation budget,Stage Relocation Budget,1011 N. Harbor Blvd,Anaheim,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,6/15/2017," $19,850 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-277,Epson Carson New warehouse outlets and lighting,New warehouse lighting and outlets,1650 Glenn Curtiss,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/10/2017," $73,700 ",,,,,,,,,,,Awarded,60%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-278,CT Scanner Room 1 Replacment,Tenant Improvement,1 Hoag Drive,Newport Beach,CA, 441 OC ,, TI ,Select Bid List,Engineered, Brian , Est. , CA ,7/5/2017," $47,798 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-279,Power to Cubicals and 2 light fixtures,Power to cubicals and add 2 lights,14211 Chambers Rd.,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/19/2017," $2,495 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-280,Aliso Viejo Behavioral Hospital,"Site utilities,core and shell and interior buildout",200 freedom lane,Aliso Viejo,CA, 441 OC ," 79,746 ", TI , Select Bid List , Design/Build , Steve  , Est. , CA ,6/29/2017,,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,McCarthy,Steven Banevedes,,,,,,,,,,,,,,,,,,,,,
17-281,Blizzard B6 - CDEV Remodel,Tenant Improvement,16245 Laguna Canyon Rd,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,6.27.2017," $15,230 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,Jen Turner,,,,,,,,,,,,,,,,,,,,,
17-282,Blizzard B20 Audit,Site survey for electrical engineer,5 Jenner,irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Jeff S , P.M. , CA ,6/23/2017," $4,388 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-283,Youngs Market Parking Lot rework,Rework parking lot,Franklin Ave,Tustin,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/13/2017," $100,240 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-284,Blizzard IT Org - Bake Campus,Tenant Improvement,15253 Bake Pkwy. ,Irvine,CA, 441 OC ," 65,006 ", TI , Negotiated , Design/Build , Frank , Est. , CA ,6/27/2017," $1,465,951 ", $22.55 ,,,,,,,,,,Lost,, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
17-285,Meiji Warehouse Demo,Demo back to shell building,4041 W. Garry Ave,Santa Ana,CA, 441 OC ," 217,640 ", Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/28/2017," $289,800 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-286,Thales workstation restack--48 discovery,Add poke thru devices and restack,48 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/3/2017," $24,830 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-287,Thales workstation restack--58 discovery,Relocate poke thru devices and restack,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/3/2017," $14,880 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-288,Thales remove 400HZ rotary MG set,Reroute feeder and disconnect MG,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/3/2017," $8,808 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-289,McKesson SoCal-RTU Project,Time and Material,,Santa Fe Springs,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Frank , Est. , CA ,7/3/2017, $- ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-290,Blizzard B23 OWL T.I.,Tenant Improvement,,Irvine,CA, 441 OC ,, TI , Negotiated , Engineered , Brian , Est. , CA ,7/7/2017," $364,004 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
17-291,Walnut Village Service Upgrade,Electrical Service Upgrade,14407-14493 Culver Drive,Irvine,CA, 441 OC ,, Comercial , Budget , Engineered , Brian , Est. , CA ,7/7/2017," $872,949 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,Cuesta Construction,Scott Harcrow,,,,,,,,,,,,,,,,,,,,,
17-292,Hoag Tustin MOB CO,Core & Shell,6245 Kensington Park,Tustin,CA, 441 OC ,, Shell , Negotiated , Engineered , Bill  , P.M. , CA ,,,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-293,Charter Corona Ballast Repair,Repair lighting fixtures,560 S. Promenade,Corona,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/12/2017," $1,878 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-294, Blizzard B20-Web Mobile,Tenant Improvement,"5 Jenner, Suite 100",Irvine,CA, 441 OC ,, TI , Negotiated , Engineered , Brian , Est. , CA ,7/28/2017," $383,195 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
17-295,AAA Costa Mesa add lights to womens restrooms,add 8 lights to 4 restrooms,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/13/2017," $3,697 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-296,Westpark Plaza,Site Lighting Upgrade,3735-3999 Alton Parkway,Irvine,CA, 441 OC ,, Site , Select Bid List , Engineered , Frank , Est. , CA ,7/20/2017," $259,356 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,Savant,Phil Thompson,,,,,,,,,,,,,,,,,,,,,
17-297,Crossroads,Site Lighting Upgrade,3850-3960 Barranca,Irvine,CA, 441 OC ,, Site , Select Bid List , Engineered , Frank , Est. , CA ,7/20/2017," $483,466 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,Savant,Phil Thompson,,,,,,,,,,,,,,,,,,,,,
17-298,7555 Irvine Center Dr. Boring,Boring,7555 Irvine Center Dr,Irvine,CA, 441 OC ,, Specialty , Negotiated , Engineered , Todd L , P.M. , CA ,7/18/2017,,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-299,"Blizzard 6 jenner, Temp Space",Tenant Improvement,6 Jenner,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Jeff S , P.M. , CA ,7/18/2017," $61,721 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-300,Charter Lighitng Repair Ontario,Lighitng repair,1260 S. Dupont,Ontario,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/20/2017," $1,800 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-301,Infinite Electronics TI,Interior TI,17792 Fitch Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,7/21/2017," $35,680 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-302,HHNB Nursing Education CO,Tenant Improvement,1 Hoag Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Bill  , P.M. , CA ,7/26/2017,,,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-303,Blizzard B1 Museum,Tenant Improvement,One Blizzard Way,Irvine,CA, 441 OC , 700 , TI , Budget , Design/Build , Frank , Est. , CA ,7/25/2017," $140,148 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-304,Blizzard Owl Load Study,2 load studies ,1 Jenner Suite 240,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/25/2017," $2,600 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-305,Davis Property Insta Hot circuit,Add circuit for insta hot,15154 Goldenwest Circle,Westminster,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/26/2017," $1,350 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-306,San Antonio Regional Hospital MOB,Core & Shell/Tenant Improvement,1148 San Bernardino Road,Ontario,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Brian , Est. , CA ,8/2/2017,2787581,," $1,959 "," $3,916 "," $3,916 ",,,,,,,Lost,, $30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-307,Blizzard- Furure Power Pole Purchase,Tenant Improvement,Blizzard,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,7/31/2017," $33,950 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-308,Clineva 400 amp service Laguna Hills,New service and SDG&E feed,25461 Rancho Niguel,Laguna Niguel,CA, 441 OC ,, Site , Select Bid List , Engineered , Doyle , S.P. , CA ,8/3/2017," $49,927 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-309,PIMCO 3rd floor conference room poke thru install,3 new poke thru 3rd fl conf room,650 Newport Center Dr.,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/3/2017," $6,988 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-310,Green Law Partners Job void no bid,Fire Alarm,3800 W Chapman Ave,Orange,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,,,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-311,HHI Cath Lab,Tenant Improvement,18200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Competitive , Engineered , Jeff P. , Est. , CA ,8/18/2017," $300,740 ",," $20,112 "," $1,287 "," $10,658 "," $2,975 "," $8,628 ",,,,,Unknown,, $- ,,,,,,,,,DEB,,,,,,,,,,,,,,,,,,,,,,
17-312,Bbraun load studies for 7 locations,7 load studies for seven days each,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/8/2017," $9,800 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-313,Deutsche IR scan for Santa Ana,IR scan for annual PM,1761 E. St. Andrews Place,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/8/2017," $7,900 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-314,Deutsche IR scan for LA,IR scan for annual PM,2000 Ave. of the Stars,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/8/2017," $3,950 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-315,Charter troubleshoot outside lighting,Time on site to assist Charter,200 Paularino,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/8/2017," $1,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-316,HHC Tustin Legacy MOB T.I. ,Tenant Improvement,15000 Kensington Park Drive,Tustin,CA, 441 OC ,, TI , Competitive , Engineered , Steve  , Est. , CA ,8/17/2017," $1,060,560 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,HBC,G. West,Miles & Kelly,W. Ramirez,,,,,,,,,,,,,,,,,,,
17-317,Swift Engineering 50 and 20 amp new circuits,New circuits per Steve Pascoe,1141 Via Callejon,San Clemente,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/11/2017," $11,100 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-318,AAA Costa Mesa elevator Surge protection installation,2 new surge protectors,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/11/2017," $10,582 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-319,Good Shepherd remove 2 fixtures in sanctuary,Remove 2 fixtures in sanctuary,4800 Irvine Center Dr,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/16/2017, $390 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-320,Smartstop connect new furniture cubicals,Connect new furniture cubicals,10 Terrace Rd,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/17/2017," $2,620 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-321,Charter new cubical and floor outlets,Connect new cubical and modify fl plugs,7142 Chapman Ave.,Garden Grove,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/21/2017," $12,900 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-322,Charter replace CF switch,Replace CF Switch,2020 N. Grand,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/21/2017, $400 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-323,Ricoh - California Warehouse Budget,Tenant Improvement,TBD,Riverside,CA, 440 RS ," 500,000 ", TI , Budget , Design/Build , Frank , Est. , CA ,8/28/2017," $6,210,003 ", $12.42 ,,,,,,,,,,Unknown,10%, $- ,,,,,,,,,HBC,J. Scarpinato,,,,,,,,,,,,,,,,,,,,,
17-324,HHI Bloomenergy Peer Review,Design Peer Review,16200 Sand Canyon Ave,Newport Beach,CA, 441 OC ,, Specialty , Negotiated , Engineered , Frank , Est. , CA ,8/21/2017," $7,200 ",,,,,,,,,,,Unknown,, $- ,,,,,,,Nelson + Morris,A. Lambardo,,,,,,,,,,,,,,,,,,,,,,,
17-325,Bbraun outlets for new office space Main St.,TI for off site offices for Bbraun,2055 Main St,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/27/2017," $9,977 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-326,Bbraun Cube power for Kaizon Room,Wire power for new cubicals,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/27/2017," $6,000 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-327,ABM Roof top conduit resupport,Resupport conduit for new roof,111 Corporate Dr.,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/28/2017," $5,480 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-328,Bbraun Conductivity meter installation,Install CF meters and conduit,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/29/2017," $7,796 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-329,Equity Patners New outlets for Time Warner Suite,2 new circuits and outlets for Time W,17777 Center court 3rd Fl,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/30/2017," $1,788 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-330,Youngs Market 3 new tv outlets and stubs,3 new tv outlets and stubs,14402 Franklin Ave,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/31/2017," $1,350 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-331,HHNB EAST TOWER BRANDING,Patient rooms upgrade,one hoag drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Bill  , P.M. , CA ,11/2/2017," $841,846 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-332,Lido Fertility Clinic Dimmer and move outlets,Change dimmer and add outlets,361 Hospital Rd Suite 433,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/31/2017," $1,774 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
