Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
18-254,"B|Braun Medical, replace ejector pump","B|Braun Medical, replace ejector pump",2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/17/2018," $10,592 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-255,Technovative Application Power and lighting,New lighting and power feeder,3160 Enterprise St.,Brea,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/17/2018," $87,376 ",,,,,,,,,,,Pending,10%," $8,738 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-256,5000 Birch St. Suite 410 spec Suite and  Demo,Suite remodel and (3) suites Demo,5000 Birch St.,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,4/24/2018," $93,271 ",,,,,,,,15.00%,5.00%,,Unknown,5%, $- ,,,,,,,,,HBC,Sarah Webb,,,,,,,,,,,,,,,,,,,,,
18-257,OCC Temp power oultet install and stub,Sleeve and temp outlets install,3333 Fairview ,Costa Mesa,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/27/2018," $6,456 ",,,,,,,,,,,Awarded,20%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-258,New circuit for sign Paragon Mgmt,New circuit and time clock for sign,5 Peters Canyon,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/27/2018," $1,988 ",,,,,,,,,,,Awarded,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-259,Soverign Lending New circuits and lighting ,Soverign Lending New circuits and lighting ,3540 Howard Way,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/24/2018," $61,638 ",,,,,,,,,,,Pending,5%," $3,082 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-260,"B|Braun Medical, Load Shed wire trace","B|Braun Medical, Load Shed wire trace",2525 McGaw Ave,Irvine,CA, 11 LA ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,4/23/2018," $3,314 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-261,Local 441 OCTT Exit signs and E ballast,Replace exit signs and E ballast,717 S. Lyons St,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/23/2018," $1,800 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-262,Datacomm core hole in 2nd floor closet,Core hole in 2nd floor closet,18001 Ventura Blvd.,Studio City,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/24/2018," $6,000 ",," $6,500 ",,,,,,,,,Pending,5%, $300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-263,Aston Office/DMG,Submetering,1800 Aston Ave,Carlsbad,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,4/26/2018," $6,986 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-264,Baxter Manufacturing Room & Dust Collection Unit,Bio-Pharm Tenant Improvement,Armstrong Ave,Irvine,CA, 441 OC ," 2,404 ", Industrial , Budget , Engineered , Frank , Est. , CA ,4/27/2018," $145,483 ", $60.52 ,,,,,,,15.00%,5.00%,,Lost,5%, $- ,,,,,,,,,Vertical,John Borden,,,,,,,,,,,,,,,,,,,,,
18-265,Grifols B-33 Data Center,Design Build Data Center ,Valley Blvd,Alahambra,CA, 11 LA , 644 , Industrial , Budget , Design/Build , Frank , Est. , CA ,4/27/2018, $- ,,,,,,,,,,,Not Bid,5%, $- ,,,,,,,,,Vertical,C. Eskridge,,,,,,,,,,,,,,,,,,,,,
18-266,"B|Braun Medical, Power outlets at E3 Shubert/Cell 40","B|Braun Medical, Power outlets at E3 Shubert/Cell 40",2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/25/2018," $20,972 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-267,Arena Fitness Center,Gym Tenant Improvement,1400 S. Douglass St.,Anaheim,CA, 441 OC ," 7,316 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/7/2018," $226,285 ", $30.93 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,Turelk,Jim Choi,,,,,,,,,,,,,,,,,,,,,
18-268,Landsea Holdings,Office Tenant Improvement,660 Newport center Dr.,Newport Beach,CA, 441 OC ," 8,252 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/3/2018," $114,251 ", $13.85 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-269,Blizzard B21 Classic Games,Office Tenant Improvement,8 pastuer,Irvine,CA, 441 OC ,"1,892", TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/4/2018," $169,065 ", $89.36 ,,,,,,,,,,Lost,80%, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-270,"B|Braun Medical, Excel 2-4-5","B|Braun Medical, Excel 2-4-5",2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Brian , S.P. , CA ,4/26/2018," $29,400 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-271,Verizon Service Upgrade Project,Power upgrade,24182 Alicia Parkway,Mission Viejo,CA, 441 OC ,, TI , Select Bid List , Engineered , Brian , S.P. , CA ,5/31/2018," $85,560 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-272,Jacobs Pasadena,Office Tenant Improvement,155 N. Lake Ave. 4th Flr.,Pasadena,CA, 11 LA ," 7,962 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/9/2018," $146,842 ", $18 ,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-273,HHNB Big 18 Switchgear,New Dist. Board Installation,one Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,4/28/2018," $76,413 ",,,,,,,,,,,Unknown,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-274,Epson Conference room data and lighting,New lights and Cisco boxes,3840 Kilroy Airport Way,Long Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/28/2018," $7,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-275,OCC Power for Robot,New 40 amp circuit-1 1/4 EMT robot,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/4/2018," $5,800 ",,,,,,,,,,,Pending,50%," $2,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-276,Blizzard B16- Team 4 Event space budget,TI Budget,16253 Laguna Canyon,irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Jeff S , P.M. , CA ,5/9/2018," $38,225 ", $31 ,,,,,,,,,,Unknown,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-277,9740/9750 Irvine Blvd Renovation,Renovate two existing buildings,9740 Irvine Blvd.,Irvine,CA, 441 OC ," 74,957 ", Comercial , Select Bid List , Engineered , Steve  , Est. , CA ,5/14/2018," $331,709 ", $4 ,,,,,,,,,,Lost,, $- ,,,,,,,,,Sanders Const.,Pat Sanders,,,,,,,,,,,,,,,,,,,,,Driver SPG got the job
18-278,Blizzard B2 RR Upgrades,Restroom Upgreade,Five Blizzard Way,Irvine,CA, 441 OC ,1081, TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/16/2018," $34,353 ", $31.78 ,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-279,BMW Western Regional Training Center,BMW Western Regional Training Center,5 S. Dupont,Ontario,CA, 477 SB ,, TI , Competitive , Engineered , Jeff P. , Est. , CA ,5/16/2018, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,Snyder Langston,Larry Whiten,,,,,,,,,,,,,,,,,,,,,
18-280,Ladera Sport Conference room outlets,2 new outlets in conference room,10 Terrace,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/10/2018," $1,100 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-281,Ladera Sport Café outlet rework,Rework outlets in Café,2 Terrance,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/10/2018," $1,250 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-282,Deutsche Bank Los Angeeles,37th Floor  Office T.I., 1999 Avenue of the Stars,Los Angeles,CA, 11 LA ," 9,625 ", TI , Select Bid List , Engineered , Don V , Est. , CA ,5/16/2018,,,,,,,,,,,,Bidding,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-283,Masimo Demo Center,OR Demo Room,52 Discovery,Irvine,CA, 441 OC ,, TI , Negotiated , Engineered , Frank , Est. , CA ,11/5/2159," $194,907 ",,,,,,,,15.00%,5.00%,,Awarded,30%, $- ,,,,,,,,,Snyder Langston,Lee Watkins,,,,,,,,,,,,,,,,,,,,,
18-284,Deustche Bank 2 oultets in server room,2 L5-20 outlets in server room,1761 E. St. Andrews Place,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/11/2018," $8,820 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-285,Conference Tech Cisco boxes for Blizzard,9 conference room in wall box install,1 Blizzard Way,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/11/2018," $22,275 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-286,Epson Cisco boxes and 2 lights for Jim Scarp HBC,2 conference room boxes and power,3840 Kilroy Airport Way,Long Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/18/2018," $7,080 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-287,Boardwalk 4th Floor Corrridors South Tower,New corridors on 4th floor,18575 Jamboree Rd.,Irvine,CA, 441 OC ," 1,440 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,5/18/2018," $34,677 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-288,DMV Office Quarters Suite 325 & 350,Office Tenant Improvement,12900 Park Plaza Dr.,Cerritos,CA, 441 OC ,, TI , Competitive , Design/Build , Frank , Est. , CA ,5/21/2018," $207,629 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,Advanced Building,R. Gherardi,,,,,,,,,,,,,,,,,,,,,
18-289,"B|Braun Medical, Tustin Warehouse",Add Outlets,Tustin,Tustin,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,5/16/2018," $13,347 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-290,B|Braun Medical Ventilation Upgrade Project,B|Braun Medical Ventilation Upgrade Project,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Competitive , Engineered , Brian , S.P. , CA ,5/25/2018," $168,795 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-291,Berkley Point,Office Tenant Improvement,660 Newport Center Dr. #650,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Steve  , Est. , CA ,5/29/2018," $142,733 ",,,,,,,,,,,Lost,30%, $- ,,,,,,,,,HBC,,,,,,,,,,,,,,,,,,,,,,
18-292,AAA new circuits for existing outlets,Add new circuits for existing outlets,15601 Mosher,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/22/2018," $3,580 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-293,Bob Montgomery power for new sump pumps,Add new power for sumps,26241 Crown Valley,Laguna Niguel,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/22/2018," $3,800 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-294,Youngs Print Shop outlets,2 new outlets in print shop storage,14352 Franklin,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/25/2018, $700 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-295,Lakeshore towers camera cable and install,Install cameras and cable,18111 Von Karman,Irvine,CA, 441 OC ,, Parking Structure , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,6/15/2018," $29,705 ",,,,,,,,,,,Awarded,85%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-296,Kasier Bellflower Temp Power,Temp power floors 6-8 and roof,9400 E. Rosecrans Ave,Bellflower,CA, 441 OC ,, Hospital , Select Bid List , Design/ Assist , Jeff S , P.M. , CA ,5/30/2018," $26,207 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-297,Epson Customer Breifing Center,Office Tenant Improvement,3840 Kilroy Airport Way,Long Beach,CA, 11 LA ," 1,020 ", TI , Budget , Design/Build , Frank , Est. , CA ,5/30/2018," $22,969 ",,,,,,,,,,,Unknown,30%, $- ,,,,,,,,,HBC,J. Scarpinato,,,,,,,,,,,,,,,,,,,,,
18-298,AAA Car Lift power costa Mesa,rework power for lift,3350 Harbor Blvd,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/30/2018," $3,480 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-299,AAA Car Lift power Los Angeles,rework power for lift,2601 S Figueroa St,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/5/2018," $3,670 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-300,FVRH temp genest for 2 services,2 temp gensets,17300 Euclid,Fountain Valley,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/5/2018," $13,745 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-301,LPA Office TI,Office Tenant Improvement,5301 California Ave,Irvine,CA, 441 OC ," 49,035 ", TI , Budget , Engineered , Frank , Est. , CA ,5/11/2018," $690,855 ",,,,,,,,,,,Lost,30%, $- ,,,,,,,,,DPR,Mike Dugger,,,,,,,,,,,,,,,,,,,,,
18-302,Hoag Laguna Beach,Expansion of existng clinic,364 & 370 Ocean Blvd.,Laguna Beach,CA, 441 OC ," 4,974 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/11/2018, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,So County Contractors,Javier Contreras,,,,,,,,,,,,,,,,,,,,,
18-303,OCC 4 circuits for outlets in bookstore,4 new outlets,Fairview Rd,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/5/2018," $2,107 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-304,OCC relocate 50 amp circuit for coffee cart,move circuit in bookstore for cart,Fairview Rd,Costa Mesa,CA, 441 OC ,,TI, Select Bid List , Design/Build , Doyle , S.P. , CA ,6/5/2018," $6,160 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-305,Bbraun B3 Renovation Project ,Precon Design / Assist Service,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Competitive , Design/ Assist , Frank , Est. , CA ,6/8/2018," $1,197,400 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,DPR,R. Martinez,Cannon,Tim Cannon,,,,,,,,,,,,,,,,,,,
18-306,"Arena Corp park Arc flash, torque/clean GFCI test",Arc flash and testing 3 buildings,1400 Douglas,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,6/11/2018," $69,700 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-307,Temecula Health Center,Memmory Care and OSHPD Skilled Nursing,,Temecula,CA, 440 RS ," 79,367 ", Hospital , Select Bid List , Engineered , Jeff P. , Est. , CA ,6/20/2018," $2,376,772 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,Snyder Langston,Greg Hurlock,,,,,,,,,,,,,,,,,,,,,
18-308,B|Braun Medical Duplex Gown Rooms,Ineterlocks at gown rooms.,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,6/12/2018," $16,036 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-309,Oxford Academy  Modernization ,FA and Instrusion System,5172 Orange Ave,Cypress,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,6/14/2018," $18,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-310,"B|Braun Medical, Electrical Maintenance Fan",Hook up owner supplied fly fan,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,6/13/2018," $4,795 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-311,Buzztime T.I.,Office Tenant Improvement,1800 Aston Ave,Carlsbad,CA, 441 OC ," 14,441 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,6/19/2018," $443,565 ", $30.72 ," $(32,377)"," $2,166 ",,,,,15.00%,5.00%,,Lost,30%, $- ,,,,,,,,,Miller Contracting,D. Miller,,,,,,,,,,,,,,,,,,,,,
18-312,"B|Braun Medical, Pallet Jacks in Clean Room",Dedicated circuits for Pallet Jacks,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,6/13/2018," $6,936 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-313,BT -Los Angeles,UPS Demo and Upgrade,611 Wilshire Blvd,Los Angeles,CA, 11 LA ,, Comercial , Select Bid List , Design/Build , Brian , S.P. , CA ,6/21/2018," $105,760 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-314,Title 24 Carlsbad Spencers Store,Title 24 acceptance testing,,Carlsbad,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/19/2018," $1,700 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-315,BT solar Demo ,Solar Demo and rehab,2160 E. Grand Ave.,El Segundo,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/27/2018," $741,550 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-316,Blizzard B2 Floor 2,Office Tenant Improvement,5 Blizzard Way,Irvine,CA, 441 OC ," 13,000 ", TI , Budget , Engineered , Frank , Est. , CA ,6/15/2018," $130,807 ", $10.06 ," $9,525 ",,,,,,,,,Awarded,, $- ,,,,,,,,,HBC,T. Listerud,,,,,,,,,,,,,,,,,,,,,
18-317,Regus new circuits and outlets,New outlets and circuits,17777 Center Court 6th fl,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/21/2018," $2,480 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-318,Valvoline 2 new circuits and outlets for Datacom,New outlets for datacom,,Santa Fe Springs,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/21/2018," $2,797 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-319,OCC Child Care post fixture refeed,Dig up and refeed post fixtures,3333 Fairview ,Costa Mesa,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/25/2018," $6,900 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-320,OCC Clark Center lighting ,install over 100 CF light fixtures,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/17/2018," $34,716 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-321,OCC outlets for 20 UPS units,Install outlets for UPS units,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/30/2018," $17,324 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-322,Anaheim Corp park repair feed to well light,Replace feeder to well light,1400 S. Douglass St.,Anaheim,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/29/2018," $3,770 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-323,Anaheim Corp park rework restroom lighting feeds,Add circuits for restroom lights,1400 S. Douglass St.,Anaheim,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/29/2018," $9,924 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-324,Anaheim Corp Park rework in grade j boxes,Rework 8 in ground j boxes and drivers,1400 S. Douglass St.,Anaheim,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/29/2018," $4,160 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-325,Paramount conduit work for Intergen system Redhawk,Work for Redhawk for intergen system,5555 Melrose Ave,Hollywood,CA, 40 LA-Studio ,, Specialty , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,7/11/2018," $56,240 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-326,Tireco Replace warehouse lighting,Replace warehouse lighting with LED,10545 Production Ave,Fontana,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/29/2018," $140,000 ",," $230,000 "," $345,000 ",,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-327,"Hoag HC Tustin Legacy PT, IM, HOI Suite",Partial 3rd floor TI,15000 Kensington Park Dr.,Tustin,CA, 441 OC ," 8,218 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,7/11/2018," $459,492 ", $55.91 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,HBC,Genevieve West,,,,,,,,,,,,,,,,,,,,,
18-328,"B|Braun Medical, Door Interlock Project",Airlock and gowning doors,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,,,,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-329,"B|Braun Medical, E3 Instrumentation",E3 Vibration,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,,,,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-330,"B|Braun Medical, CFM4 ",Uprgrade 40 HP to 50 HP,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,,,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-331,HHNB Breast Care Center,Renovate  existing hospital suite,one Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,7/17/2018," $48,893 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-332,KabaFusion Light fixture rework,Rework one fixture with new control,17777 Center Court Suite 550,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/3/2018, $970 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-333,San Manual South Casino Entry,Casino Tenant Improvement,777 San Mauuel Blvd,Highland,CA, 440 RS ," 24,419 ", Specialty , Budget , Engineered , Frank , Est. , CA ,7/3/2018," $1,855,122 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,PENTA,A. Karakkai,,,,,,,,,,,,,,,,,,,,,
18-334,"Edwards Life Science, Wellness Center",Tenant Improvement,1452 Alton Parkway,Irvine,CA, 441 OC ," 1,800 ", TI , Select Bid List , Engineered , Brian , S.P. , CA ,7/13/2018," $104,585 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-335,Chapman Parking Structure E ballast replacement,Replace 3 ballast and lamps,1 University ,Orange ,CA, 441 OC ,, Parking Structure , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/10/2018," $22,500 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-336,AAA Tustin Add ground bar at MPOE,Add ground bar at MPOE,13331 Jamboree,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/10/2018," $1,200 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-337,HHNB Breast Center MRI Replacement,Replacing existing MRI,One Hoag Drive,Newport Beach,CA, 441 OC ," 1,153 ", Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,7/20/2018," $65,625 ", $56.92 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,HBC,B. Eldridge,DEB,Kyle Patterson,Align Builders Inc.,Ian Hope,,,,,,,,,,,,,,,,,
