Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date,  Base Bid  , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments,
15-235,Culver Studios repair damaged feeder,Repair damaged feeder,,Culver City,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/5/2015," $3,981 ",#DIV/0!,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Datacomm,Kevin Gomez,,,,,,,,,,,,,,,,,,,,,,
15-236,Dineyland EOC,New emergency operations center,1313 S. Harbor Blvd.,Anaheim,CA, 441 OC ," 8,000 ", Specialty , Competitive , Engineered , Rudy , Est. , CA ,5/20/2015," $1,339,206 ", $167 ," $12,945 ",,,,,,,,,Lost,5%, $- ,,,,,,,,,Whiting Turner,,,,,,,,,,,,,,,,,,,,,,,
15-237,Young's Market 2nd Floor Offices,Tenant Improvement,14402 Franklin Avenue,Tustin,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,5/7/2015," $20,920 ",#DIV/0!,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,DBAC,Phin Banning,,,,,,,,,,,,,,,,,,,,,,
15-238,Pacific Life - 45 Enterprise,TI - Office Additions,45 Enterprise,Aliso Viejo,CA, 441 OC ," 2,310 ", TI , Competitive , Engineered , Steve  , Est. , CA ,5/12/2015," $38,034 ", $16 ,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,Turelk,Crissy Nguyen,,,,,,,,,,,,,,,,,,,,,,
15-239,St Michaels Abbey,New Construction-Church/School,27977 Silverado Canyon Rd.,Silverado,CA, 441 OC ,, Specialty , Budget , Design/Build , Steve  , Est. , CA ,5/13/2015," $6,282,618 ",#DIV/0!,,,,,,,,,,Lost,5%, $- ,,,,,,,,,Matt Construction,Kenny Chan,,,,,,,,,,,,,,,,,,,,,,
15-240,CoStar New WorkStations,TI - new workstations,3161 Michelson Drive,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Steve  , Est. , CA ,5/11/2015," $10,614 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Turelk,Jibram Martinez,,,,,,,,,,,,,,,,,,,,,,
15-241,West Covina Private School Science Rooms,Tenant Improvement,,West Covina,CA, 441 OC ," 1,700 ", Comercial , Budget , Design/Build , Frank , Est. , CA ,5/8/2015,, $- ,,,,,,,,,,Not Bid,2%, $- ,,,,,,,,,McCarthy,Clint Fawcet,,,,,,,,,,,,,,,,,,,,,,
15-242,Park City Pole Replacemetn,Replace damaged pole,S Park Vine & Park Central,Orange,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/12/2015," $6,845 ",#DIV/0!,,,,,,,,,,Lost,2%, $- ,,,,,,,,,Park City Homeowners,Jim Ward,,,,,,,,,,,,,,,,,,,,,,
15-243,DSI install 1 meg genset and pull feeders,Install CF genset and pull feeders,1600 S. Douglas,Anaheim,CA, 441 OC ,, Site , Budget , Design/ Assist , Doyle , S.P. , CA ,5/15/2015," $148,000 ",#DIV/0!,,,,,,,,,,Unknown,20%, $- ,,,,,,,,,DSI,Brent Ciulei,,,,,,,,,,,,,,,,,,,,,,
15-244,Cylance,Office TI ,18201 Von Karman,Irvine,CA, 441 OC ," 17,170 ", TI , Competitive , Engineered , Rudy , Est. , CA ,5/14/2015," $227,089 ", $13 ," $6,163 "," $2,569 ", $800 ," $11,348 ",,,,,,Awarded,, $- ,,,,," $243,252 ",,,,Turelk,Earl Lund,,,,,,,,,,,,,,,,,,,,,,
15-245,Youngs Conference room outlets and data stub,Add 2 outlets and data stub for conf. room,Franklin Ave,Tustin,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,5/12/2015, $870 ,#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Youngs Market,Cassie Kellie,,,,,,,,,,,,,,,,,,,,,,
15-246,Orange city square rooftop chiller replacement,Replace roof units on 2 buildings,750 & 790 City Drive South,Orange,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , S.P. , CA ,5/16/2015," $73,775 ",#DIV/0!,,,,,,,,,,Lost,5%, $- ,,,,,,,,,Control Air,Marcus Terry,,,,,,,,,,,,,,,,,,,,,,
15-247,Replace recessed can for Fetility office at LIDO,Replace recessed can,361 Hospital Road suite 333,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/15/2015, $460 ,#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,So Cal Reproductive,Sherri Parker,,,,,,,,,,,,,,,,,,,,,,
15-248,Toy Story CUP Amendment,Parking Lot,1900 S. Harbor Blvd.,Anaheim,CA, 441 OC ,, Specialty , Select Bid List , Engineered , Jeff P. , Est. , CA ,5/26/2015," $97,040 ",#DIV/0!,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,Whiting Turner,Andrew Polano,,,,,,,,,,,,,,,,,,,,,,
15-249,Deutche Bank Panel L1C feeder breaker,Trouble shoot lighting issue file room,,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/15/2015," $1,934 ",#DIV/0!,,,,,,,,,,Lost,, $- ,,,,,,,,,Lincoln Property,Megan Crabtree,,,,,,,,,,,,,,,,,,,,,,
15-250,First American Inverter Battery replacment,Replace 10 inverter batteries,9 First American Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/20/2015," $4,000 ",#DIV/0!,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,First American,Nick Aydolett,,,,,,,,,,,,,,,,,,,,,,
15-251,Thales 53 Discovery demo project,make safe for demo ,53 Discovery 1st & 2nd fl,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,5/22/2015," $4,300 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,,
15-252,Chevron Coker City ,Fire alarm install,Chevron ,,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,5/22/2015," $47,750 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-253,Sage Hill Tennis Complex,Sports Lighting Project,20402 Newport Coast Dr,Newport Beach,CA, 441 OC ,, Specialty , Competitive , Engineered , Steve  , Est. , CA ,5/28/2015," $390,694 ",#DIV/0!,,,,,,,,,,Lost,, $- ,,,,,,,CW Driver,,CW Driver,Kim Schultz,,,,,,,,,Kirkwood," $470,000 ",Gould," $470,000 ",,,,,,,,,,
15-254,Blizzard B4 Service Tech,Tenant Improvement,16279 Laguna Canyon Rd,Irvine,CA, 441 OC ," 5,511 ", TI , Negotiated , Engineered , Frank , Est. , CA ,5/22/2015," $35,400 ", $6 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,HBC,Nima Namdar,,,,,,,,,,,,,,,,,,,,,,
15-255,Bbraun Case Errector rework for Can Lines,Remove and replace errector and sealer,2525 MacGaw,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,5/22/2015," $30,000 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Can Lines,Jeff Nelson,,,,,,,,,,,,,,,,,,,,,,
15-256,Harbor Walk Condominiums Panels,Replace FA panels,,LA,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,5/26/2015," $98,800 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-257,HHI Facilities Office & Lay Down Area Electrical Services,Healthcare Tenant Improvement,16200 Sand Canyon Ave.,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,5/27/2015," $88,337 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,,Marc Howell,,,,,,,,,,,,,,,,,,,,,,
15-258,HHI Make Ready,Healthcare Tenant Improvement,16201 Sand Canyon Ave.,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,6/3/2015," $49,707 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,,Marc Howell,,,,,,,,,,,,,,,,,,,,,,
15-259,HHI Pneumatic Tubes,Healthcare Tenant Improvement,16202 Sand Canyon Ave.,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,6/4/2015," $24,673 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,,Marc Howell,,,,,,,,,,,,,,,,,,,,,,
15-260,HHI Decontamination Tank,Healthcare Tenant Improvement,16203 Sand Canyon Ave.,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,6/5/2015," $7,283 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,,Marc Howell,,,,,,,,,,,,,,,,,,,,,,
15-261,Thales KA Band Antenna,New roof top power for Antenna,51 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,6/1/2015," $8,500 ",#DIV/0!,,,,,,,,,,Awarded,5%, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,,
15-262,OCC Machine Shop machine relocation,Power relocation for machines,Fairview and Adams,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/1/2015," $18,801 ",#DIV/0!,,,,,,,,,,Awarded,5%, $- ,,,,,,,,,OCC,Al Cervantes,,,,,,,,,,,,,,,,,,,,,,
15-263,Al Bosso Tesla Outlet,New circuit and outlet for Tesla Charger,34892 Doheny Place,Capistrono Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/1/2015, $996 ,#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Al Bosso,Al Bosso,,,,,,,,,,,,,,,,,,,,,,
15-264,"Thales 53 Discovery 2nd Fl, Phase I",Tenant Improvement,53 Discovery  ,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Steve  , Est. , CA ,6/5/2015," $208,101 ",#DIV/0!," $5,718 ", $224 ," $12,928 ",,,,,,,Lost,, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,Accord," $(7,000)",A&H," $10,000 ",,,,,,,,,,
15-265,Hotel Irvine - Boardroom Lamp replacement,Replace lamps in existing fixtures,17900 Jamboree Rd.,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,6/5/2015," $1,900 ",#DIV/0!,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,Hotel Irvine,Lea Gulbranson,,,,,,,,,,,,,,,,,,,,,,
15-266,FI 800 Shell Building,Retail TI,835 Newport Center Drive,Newport Beach,CA, 441 OC ," 9,724 ", TI , Competitive , Engineered , Rudy , Est. , CA ,6/9/2015,, $- ,,,,,,,,,,Not Bid,, $- ,,,,,,,,,Cuesta Construction,Michael Schreiber,,,,,,,,,,,,,,,,,,,,,,
15-267,Bbraun Flow Meter Install,Install flow meter for Jim Melo,2525 MacGaw,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,6/5/2015," $7,627 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Bbraun,Jim Melo,,,,,,,,,,,,,,,,,,,,,,
15-268,VMR Huntington Beach,Tenant Improvement,Center St,Huntington Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,6/15/2015," $41,510 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Howard Building,Jim Blackamore,,,,,,,,,,,,,,,,,,,,,,
15-269,Blizzard B10 CAPPS/IT Security,Tenant Improvement,16269 Laguna Canyon Rd,Irvine,CA, 441 OC ," 10,067 ", TI , Select Bid List , Engineered , Rudy , Est. , CA ,6/17/2015," $212,772 ", $21 ," $5,802 "," $8,927 "," $6,446 "," $6,644 ", $450 ," $1,350 ",,,,Lost,80%, $- ,,,,,,,,,HBC,Nima Namdar,,,,,,,,,,,,,,,,,,,,,,
15-270,Caryl Trittipo TI Laguna Beach,Tenant Improvement,489 Center St,Laguna Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/12/2015," $1,560 ",#DIV/0!, $300 , $575 ,,,,,,,,Lost,5%, $- ,,,,,,,,,Caryl Trittipo,Caryl Trittipo,,,,,,,,,,,,,,,,,,,,,,
15-271,3351 & 3349 Michelson TI,Tenant Improvement,3351 Michelson,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Ron , P.M. , CA ,6/16/2015,,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-272,The Boardwalk,New Construction,18691 Jamboree Road,Irvine,CA, 441 OC ," 540,385 ", Shell , Budget , Engineered , Frank , Est. , CA ,7/20/2015," $13,870,797 ", $26 ," $98,184 "," $1,102,209 "," $45,246 "," $104,458 "," $73,071 "," $108,077 ",,,,Lost,30%, $- ,,,,,,,,,Snyder Langston,Chris Voros,,,,,,,,,AJK,,,,,,,,,,,,,
15-273,Pacific Life Food Warmer Outlets,Tenant Improvement,700 Newport Center Dr.,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,6/18/2015," $14,406 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Pacific Life,Dan Collins,,,,,,,,,,,,,,,,,,,,,,
15-274,First American Cold Cathode retrofit,Retrofit cold cathode lighting with LED,9 First American Way,Santa Ana,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,6/24/2015," $35,000 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,First American,Nick Aydolett,,,,,,,,,,,,,,,,,,,,,,
15-275,Raines Feldman TI Budget,TI budget suite 360,18401 Von Karman #360,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,6/19/2015," $53,880 ",#DIV/0!," $9,000 ",,,,,,,,,Unknown,5%, $- ,,,,,,,,,CDG,Kristi Martin,,,,,,,,,,,,,,,,,,,,,,
15-276,Deustche Bank Santa Ana IR scan,Scan IR for normal panels,St. Andrews Place,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/19/2015," $5,045 ",#REF!,,,,,,,,,,Awarded,5%, $- ,,,,,,,,,Johnson Control,Brad Gaston,,,,,,,,,,,,,,,,,,,,,,
15-277,Bbraun Duplex Demo P1 P2 and P5,Demo old conduit and wire,2525 MacGaw,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/18/2015,2402,#DIV/0!,,,,,,,,,,Awarded,5%, $- ,,,,,,,,,Bbraun,Terry Cain,,,,,,,,,,,,,,,,,,,,,,
15-278,3 bedroom suite rewire and new service,New service and rewire for TI,940 N Fair Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/18/2015," $9,885 ",#DIV/0!,,,,,,,,,,Lost,, $- ,,,,,,,,,Handyman services,Anthony Maes,,,,,,,,,,,,,,,,,,,,,,
15-279,Alice Chu 10 new recessed cans and switches,New recess cans and switches,16 Shoreline,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/18/2015," $2,800 ",#DIV/0!,,,,,,,,,,Lost,, $- ,,,,,,,,,Alice Chu,Alice Chu,,,,,,,,,,,,,,,,,,,,,,
15-280,TWC Gate Power repair,New conduit and wiring for gate power,3041 E. Miraloma Ave,Anaheim,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/22/2015," $6,285 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,TWC,CeCe Valles,,,,,,,,,,,,,,,,,,,,,,
15-281,Crockett & Crokett Offices,Office TI,6B Liberty,Aliso Viejo,CA, 441 OC ," 1,920 ", TI , Select Bid List , Engineered , Rudy , Est. , CA ,," $31,014 ", $16 ,,,,,,,,,,Lost,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-282,OCC District Copier outler,New 208 volt copier outlet,2701 Fairview Rd,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/25/2015," $1,700 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-283,Pac Life Newport 6 car charging stations,power for 6 car chargers,700 Newport Center Dr.,Newport Beach,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,6/30/2015," $31,050 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-284,Rolling Hills Golf Club Survery,Survey existing electrical,,Rolling Hills,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/30/2015," $3,500 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-285,Tommy Bahama,Retail TI,21028 Pacific Coast Hwy.,Huntington Beach,CA, 441 OC ," 2,348 ", TI , Competitive , Engineered , Rudy , Est. , CA ,7/8/2015," $81,768 ", $35 ,,,,,,,,,,Lost,5%, $- ,,,,,,,,,Whiting Turner,Myles Ciolek,,,,,,,,,,,,,,,,,,,,,,
15-286,HOI Access Doors,Relocation of devices for new doors,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Competitive , Design/Build , Rudy , Est. , CA ,7/2/2015," $1,135 ",#DIV/0!,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-287,HOI Sterilizer ,Installation of new sterilizer,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Competitive , Design/Build , Rudy , Est. , CA ,7/3/2015," $2,089 ",#DIV/0!,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-288,Oceanside Warm Shell 8 spaces,Warm shell build out 8 spaces,3605 Ocean Ranch,Oceanside,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,7/3/2015," $263,850 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Howard Const,Jim Blackamore,,,,,,,,,,,,,,,,,,,,,,
15-289,Moutain Gate TI with Anthony Maes,Small Coto De Caza TI,2 Mountain Gate,Trabuco Canyon,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,7/3/2015," $5,690 ",#DIV/0!,,,,,,,,,,Lost,, $- ,,,,,,,,,Handyman service,Anthony Maes,,,,,,,,,,,,,,,,,,,,,,
15-290,Davita,Tenant Improvement,2175 Park Place,El Segundo,CA, 11 LA ," 123,420 ", TI , Negotiated , Engineered , Frank , Est. , CA ,7/10/2015," $1,840,680 ", $15 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,,
15-291,First American Whip modificatoin,Modify whips in data center,9 First American Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/10/2015," $2,150 ",#DIV/0!,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,First American,Nick Aydolett,,,,,,,,,,,,,,,,,,,,,,
15-292,Orange County Fense AC circuits and RV outlet,AC power and RV outlet,730 S. Grand,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/12/2015," $4,892 ",#DIV/0!,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,OC Fence,Doug Bay,,,,,,,,,,,,,,,,,,,,,,
15-293,Mesa Water UPS circuit,UPS circuit for new equipment,1965 Placentia,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/12/2015," $5,460 ",#DIV/0!," $1,926 "," $4,500 ",,,,,,,,Awarded,5%, $- ,,,,,,,,,Mesa Water,Roy Schwarz,,,,,,,,,,,,,,,,,,,,,,
15-294,Rising Sun Sushi Budget,Budget for new sushi Resturaunt,272 Harbor Drive S.,Oceanside,CA, 441 OC ,, TI , Budget , Design/ Assist , Doyle , S.P. , CA ,7/12/2015," $35,000 ",#DIV/0!,,,,,,,,,,Awarded,5%, $- ,,,,,,,,,Howard,Jim Blackamore,,,,,,,,,,,,,,,,,,,,,,
15-295,Bbraun PAB Clean Room Remodel,Remodel PAB area,2525 MacGaw,Irvine,CA, 441 OC ,, TI , Budget , Design/ Assist , Doyle , S.P. , CA ,7/12/2015,,#DIV/0!,,,,,,,,,,Awarded,5%, $- ,,,,,,,,,Bbraun,Steve Hewes,,,,,,,,,,,,,,,,,,,,,,
15-296,Chevron El Segundo ENAR Installation,El Segundo,,El Segundo,CA, 11 LA ,, Fire Alarm , Select Bid List ,, Ron , P.M. , CA ,7/16/2015," $155,000 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-297,HHNB Donor Recongntion Libraray Remodel,Tenant Improvement,1 Hospital Road,Newport Beach,CA, 441 OC ," 1,206 ", Hospital , Competitive , Engineered , Rudy , Est. , CA ,7/28/2015," $76,522 ", $63 ,,,,,,,,,,Unknown,10%, $- ,,,,,,,,,DEB,Matt Stewart,,,,,,,,,,,,,,,,,,,,,,
15-298,Century Park West,Los Angels,2030 Century Park West,LA,CA, 11 LA ,, Fire Alarm , Select Bid List ,, Ron , P.M. , CA ,7/21/2015," $7,000 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-299,EMC2 Repair Stairwell Light,Repair Stairwell ceiling fixture,5958 Priestly,Carlsbad,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/22/2015," $1,992 ",#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,EMC2,Miguel Pena,,,,,,,,,,,,,,,,,,,,,,
15-300,HHCI Shady Creek Tenant Improvement,MOB Tenant Improvement,16305 Sand Canyon Ave.,Irvine,CA, 441 OC ," 75,744 ", TI , Competitive , Engineered , Rudy , Est. , CA ,8/6/2015," $2,393,320 ", $32 ," $114,661 "," $110,707 "," $26,055 "," $36,490 "," $2,609 ",,,,,Awarded,, $- ,,,,,,,,,Snyder Langston,Jason Rich,Whiting Turner,Bill Lefebvre,Layton Const.,Tom Bethman,Hensel Phelps,Sean O'Mara,,,,,,,,,,,,,,,,
15-301,"HCP Plaza Suite 100, 150, 160, & 200",Tenant Improvement,4910 Airport Plaza Dr,Long Beach,CA, 11 LA ," 30,712 ", TI , Competitive , Engineered , Frank , Est. , CA ,, $- , $- ,,,,,,,,,,Not Bid,, $- ,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,,
15-302,Space X Dragon Phase 2A,Tenant Improvement,3901 Jack Northrop Avenue,Hawthorne,CA, 11 LA ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/6/2015, $- ,#DIV/0!,,,,,,,,,,Not Bid,, $- ,,,,,,,,,SpaceX,John Lordan,,,,,,,,,,,,,,,,,,,,,,
15-303,Hoag Womens Hub,Tenant Improvement,500 Superior,Newport Beach,CA, 441 OC ," 6,143 ", TI , Competitive , Engineered , Ron , Est. , CA ,7/30/2015," $121,000 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,HBC,Kaz,,,,,,,,,,,,,,,,,,,,,,
15-304,Chevron Isomax and LSFO FRC,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-305,Rasta Buss Electrical repairs,Electrical repairs,1050 S. Labrea,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/24/2015," $4,657 ",#REF!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Rasta Buss,Scott Morrison,,,,,,,,,,,,,,,,,,,,,,
15-306,TWC New Office TI layout city of industry,New cubical power runs,15255 Salt Lake Ave,City of Industry,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/28/2015," $6,748 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,TWC,Rosa Hill,,,,,,,,,,,,,,,,,,,,,,
15-307,Century City West Parking,Century City,2030 Century Park West,Los Angeles,CA, 11 LA ,, Fire Alarm , Select Bid List , Design/ Assist , Ron , P.M. , CA ,7/30/2015," $7,000 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-308,Swift Engineering Bld B reloc transformer and panel,Relocate Transformer and panel,1141 via Callejon,San Clemente,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/31/2015," $11,823 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Swift Engineering,Steve Pascoe,,,,,,,,,,,,,,,,,,,,,,
15-309,EMC2 New 50 amp buss plugs,Furnish 4 new 50 amp starline plugs,135 Technology,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/31/2015," $3,946 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,EMC2,Miguel Pena,,,,,,,,,,,,,,,,,,,,,,
15-310,Quintana Demo,Demo of Tenant Space,17875 Main Street,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/5/2015," $151,785 ",#DIV/0!," $41,888 "," $52,355 "," $41,888 ",,,,,,,Lost,30%, $- ,,,,,,,,,DBAC,John Somers,Turelk,Craig Powell,,,,,,,Interior ,,,,,,,,,,,,,
15-311,Tustin High Ball Field Container Lighting,Lights for storage container,1171 E. el Camino Real,Tustin,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/3/2015," $1,950 ",#DIV/0!,,,,,,,,,,Lost,, $- ,,,,,,,,,Ryan Lemmon Foundation,Dick Ownes,,,,,,,,,,,,,,,,,,,,,,
15-312,"Los Olivos Marketplace, Phase 1",Tenant Improvement,,Irvine,CA, 441 OC ,, Site , Competitive , Engineered , Frank , Est. , CA ,8/12/2015, $- ,#DIV/0!,,,,,,,,,,Not Bid,, $- ,,,,,,,,,Cuesta Construction,Dave Clark,,,,,,,,,,,,,,,,,,,,,,
15-313,Head Start new interior wall 3rd floor,TI for 3rd floor partial,10100 Pioneer Blvd suite 300,Santa Fe Springs,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , S.P. , CA ,8/5/2015," $3,800 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Whitney Const,Bob Lara,,,,,,,,,,,,,,,,,,,,,,
